schema_name,operation_id,direction,definition_file,root_type,required_fields,status,owner,version
PapaAnswerReadResponse,papa.answer.read,response,contracts/api-schemas.json,PapaAnswerReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAssistantShellReadRequest,papa.assistant-shell.read,request,contracts/api-schemas.json,PapaAssistantShellReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaAssistantShellReadResponse,papa.assistant-shell.read,response,contracts/api-schemas.json,PapaAssistantShellReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaContextBasketReadRequest,papa.context-basket.read,request,contracts/api-schemas.json,PapaContextBasketReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaContextBasketReadResponse,papa.context-basket.read,response,contracts/api-schemas.json,PapaContextBasketReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaContextPanelReadRequest,papa.context-panel.read,request,contracts/api-schemas.json,PapaContextPanelReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaContextPanelReadResponse,papa.context-panel.read,response,contracts/api-schemas.json,PapaContextPanelReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaContextCaptureRequest,papa.context.capture,request,contracts/api-schemas.json,PapaContextCaptureRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaContextCaptureResponse,papa.context.capture,response,contracts/api-schemas.json,PapaContextCaptureResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaEvidenceReadRequest,papa.evidence.read,request,contracts/api-schemas.json,PapaEvidenceReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaEvidenceReadResponse,papa.evidence.read,response,contracts/api-schemas.json,PapaEvidenceReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaGovernanceReadRequest,papa.governance.read,request,contracts/api-schemas.json,PapaGovernanceReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaGovernanceReadResponse,papa.governance.read,response,contracts/api-schemas.json,PapaGovernanceReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaHistoryMemoryReadRequest,papa.history-memory.read,request,contracts/api-schemas.json,PapaHistoryMemoryReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaHistoryMemoryReadResponse,papa.history-memory.read,response,contracts/api-schemas.json,PapaHistoryMemoryReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaLabReadRequest,papa.lab.read,request,contracts/api-schemas.json,PapaLabReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaLabReadResponse,papa.lab.read,response,contracts/api-schemas.json,PapaLabReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaObservationSaveRequest,papa.observation.save,request,contracts/api-schemas.json,PapaObservationSaveRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaObservationSaveResponse,papa.observation.save,response,contracts/api-schemas.json,PapaObservationSaveResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaObservationsReadRequest,papa.observations.read,request,contracts/api-schemas.json,PapaObservationsReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaObservationsReadResponse,papa.observations.read,response,contracts/api-schemas.json,PapaObservationsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaProposalsReadRequest,papa.proposals.read,request,contracts/api-schemas.json,PapaProposalsReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaProposalsReadResponse,papa.proposals.read,response,contracts/api-schemas.json,PapaProposalsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaReadRequest,papa.read,request,contracts/api-schemas.json,PapaReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaReadResponse,papa.read,response,contracts/api-schemas.json,PapaReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaWriteRequest,papa.write,request,contracts/api-schemas.json,PapaWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaWriteResponse,papa.write,response,contracts/api-schemas.json,PapaWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsCatalogReadRequest,products.catalog.read,request,contracts/api-schemas.json,ProductsCatalogReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsCatalogReadResponse,products.catalog.read,response,contracts/api-schemas.json,ProductsCatalogReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsDetailReadRequest,products.detail.read,request,contracts/api-schemas.json,ProductsDetailReadRequest,context|productId,approved-target,Artur Wiśniewski,1.0
ProductsDetailReadResponse,products.detail.read,response,contracts/api-schemas.json,ProductsDetailReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsGapsQueueReadRequest,products.gaps.queue.read,request,contracts/api-schemas.json,ProductsGapsQueueReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsGapsQueueReadResponse,products.gaps.queue.read,response,contracts/api-schemas.json,ProductsGapsQueueReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsImpactReadRequest,products.impact.read,request,contracts/api-schemas.json,ProductsImpactReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsImpactReadResponse,products.impact.read,response,contracts/api-schemas.json,ProductsImpactReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsMappingReadRequest,products.mapping.read,request,contracts/api-schemas.json,ProductsMappingReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsMappingReadResponse,products.mapping.read,response,contracts/api-schemas.json,ProductsMappingReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsMappingUpdateRequest,products.mapping.update,request,contracts/api-schemas.json,ProductsMappingUpdateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
ProductsMappingUpdateResponse,products.mapping.update,response,contracts/api-schemas.json,ProductsMappingUpdateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsOffersReadRequest,products.offers.read,request,contracts/api-schemas.json,ProductsOffersReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsOffersReadResponse,products.offers.read,response,contracts/api-schemas.json,ProductsOffersReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsOverviewReadRequest,products.overview.read,request,contracts/api-schemas.json,ProductsOverviewReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsOverviewReadResponse,products.overview.read,response,contracts/api-schemas.json,ProductsOverviewReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsPerformanceReadRequest,products.performance.read,request,contracts/api-schemas.json,ProductsPerformanceReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsPerformanceReadResponse,products.performance.read,response,contracts/api-schemas.json,ProductsPerformanceReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsReadRequest,products.read,request,contracts/api-schemas.json,ProductsReadRequest,context,approved-target,Artur Wiśniewski,1.0
ProductsReadResponse,products.read,response,contracts/api-schemas.json,ProductsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
ProductsWriteRequest,products.write,request,contracts/api-schemas.json,ProductsWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
ProductsWriteResponse,products.write,response,contracts/api-schemas.json,ProductsWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsAccountSecurityReadRequest,settings.account-security.read,request,contracts/api-schemas.json,SettingsAccountSecurityReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsAccountSecurityReadResponse,settings.account-security.read,response,contracts/api-schemas.json,SettingsAccountSecurityReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsAuditReadRequest,settings.audit.read,request,contracts/api-schemas.json,SettingsAuditReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsAuditReadResponse,settings.audit.read,response,contracts/api-schemas.json,SettingsAuditReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsMembershipsReadRequest,settings.memberships.read,request,contracts/api-schemas.json,SettingsMembershipsReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsMembershipsReadResponse,settings.memberships.read,response,contracts/api-schemas.json,SettingsMembershipsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsOrganizationReadRequest,settings.organization.read,request,contracts/api-schemas.json,SettingsOrganizationReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsOrganizationReadResponse,settings.organization.read,response,contracts/api-schemas.json,SettingsOrganizationReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsPrivacyReadRequest,settings.privacy.read,request,contracts/api-schemas.json,SettingsPrivacyReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsPrivacyReadResponse,settings.privacy.read,response,contracts/api-schemas.json,SettingsPrivacyReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsReadRequest,settings.read,request,contracts/api-schemas.json,SettingsReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsReadResponse,settings.read,response,contracts/api-schemas.json,SettingsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsRolesReadRequest,settings.roles.read,request,contracts/api-schemas.json,SettingsRolesReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsRolesReadResponse,settings.roles.read,response,contracts/api-schemas.json,SettingsRolesReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsSessionsReadRequest,settings.sessions.read,request,contracts/api-schemas.json,SettingsSessionsReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsSessionsReadResponse,settings.sessions.read,response,contracts/api-schemas.json,SettingsSessionsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsSupportAccessReadRequest,settings.support-access.read,request,contracts/api-schemas.json,SettingsSupportAccessReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsSupportAccessReadResponse,settings.support-access.read,response,contracts/api-schemas.json,SettingsSupportAccessReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsWorkspaceProfileUpdateRequest,settings.workspace.profile.update,request,contracts/api-schemas.json,SettingsWorkspaceProfileUpdateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
SettingsWorkspaceProfileUpdateResponse,settings.workspace.profile.update,response,contracts/api-schemas.json,SettingsWorkspaceProfileUpdateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsWorkspaceReadRequest,settings.workspace.read,request,contracts/api-schemas.json,SettingsWorkspaceReadRequest,context,approved-target,Artur Wiśniewski,1.0
SettingsWorkspaceReadResponse,settings.workspace.read,response,contracts/api-schemas.json,SettingsWorkspaceReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
SettingsWriteRequest,settings.write,request,contracts/api-schemas.json,SettingsWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
SettingsWriteResponse,settings.write,response,contracts/api-schemas.json,SettingsWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficChannelsReadRequest,traffic.channels.read,request,contracts/api-schemas.json,TrafficChannelsReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficChannelsReadResponse,traffic.channels.read,response,contracts/api-schemas.json,TrafficChannelsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficDropDiagnoseRequest,traffic.drop.diagnose,request,contracts/api-schemas.json,TrafficDropDiagnoseRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficDropDiagnoseResponse,traffic.drop.diagnose,response,contracts/api-schemas.json,TrafficDropDiagnoseResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficEventQualityReadRequest,traffic.event-quality.read,request,contracts/api-schemas.json,TrafficEventQualityReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficEventQualityReadResponse,traffic.event-quality.read,response,contracts/api-schemas.json,TrafficEventQualityReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficFunnelDefinitionsReadRequest,traffic.funnel-definitions.read,request,contracts/api-schemas.json,TrafficFunnelDefinitionsReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficFunnelDefinitionsReadResponse,traffic.funnel-definitions.read,response,contracts/api-schemas.json,TrafficFunnelDefinitionsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficFunnelStepReadRequest,traffic.funnel-step.read,request,contracts/api-schemas.json,TrafficFunnelStepReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficFunnelStepReadResponse,traffic.funnel-step.read,response,contracts/api-schemas.json,TrafficFunnelStepReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficFunnelReadRequest,traffic.funnel.read,request,contracts/api-schemas.json,TrafficFunnelReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficFunnelReadResponse,traffic.funnel.read,response,contracts/api-schemas.json,TrafficFunnelReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficGa4OrdersReadRequest,traffic.ga4-orders.read,request,contracts/api-schemas.json,TrafficGa4OrdersReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficGa4OrdersReadResponse,traffic.ga4-orders.read,response,contracts/api-schemas.json,TrafficGa4OrdersReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficLandingPagesReadRequest,traffic.landing-pages.read,request,contracts/api-schemas.json,TrafficLandingPagesReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficLandingPagesReadResponse,traffic.landing-pages.read,response,contracts/api-schemas.json,TrafficLandingPagesReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficOverviewReadRequest,traffic.overview.read,request,contracts/api-schemas.json,TrafficOverviewReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficOverviewReadResponse,traffic.overview.read,response,contracts/api-schemas.json,TrafficOverviewReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficReadRequest,traffic.read,request,contracts/api-schemas.json,TrafficReadRequest,context,approved-target,Artur Wiśniewski,1.0
TrafficReadResponse,traffic.read,response,contracts/api-schemas.json,TrafficReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
TrafficWriteRequest,traffic.write,request,contracts/api-schemas.json,TrafficWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
TrafficWriteResponse,traffic.write,response,contracts/api-schemas.json,TrafficWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
WorkspaceOnboardingUpdateRequest,workspace.onboarding.update,request,contracts/api-schemas.json,WorkspaceOnboardingUpdateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
WorkspaceOnboardingUpdateResponse,workspace.onboarding.update,response,contracts/api-schemas.json,WorkspaceOnboardingUpdateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
WorkspaceResolveRequest,workspace.resolve,request,contracts/api-schemas.json,WorkspaceResolveRequest,context|workspaceId,approved-target,Artur Wiśniewski,1.0
WorkspaceResolveResponse,workspace.resolve,response,contracts/api-schemas.json,WorkspaceResolveResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
