operation_id,domain,kind,method,bff_route,service_route,capability,request_schema,response_schema,contract_file,status,canonical_operation_id,alias_of,screen_id,screen_name,description,owner
papa.answer.generate,papa,command,POST,/api/v1/papa/answer,/v1/papa/answer,ai.write,PapaAnswerGenerateRequest,PapaAnswerGenerateResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.answer.generate,,,,generowanie odpowiedzi Papa,Artur Wiśniewski
papa.answer.read,papa,query,GET,/api/v1/papa/odpowiedz-papa,/v1/papa/odpowiedz-papa,ai.read,PapaAnswerReadRequest,PapaAnswerReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.answer.read,,50.05,Odpowiedź Papa,Odczyt view modelu powierzchni Odpowiedź Papa; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.assistant-shell.read,papa,query,GET,/api/v1/papa/assistantshell,/v1/papa/assistantshell,ai.read,PapaAssistantShellReadRequest,PapaAssistantShellReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.assistant-shell.read,,50.02,AssistantShell,Odczyt view modelu powierzchni AssistantShell; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.context-basket.read,papa,query,GET,/api/v1/papa/context-basket,/v1/papa/context-basket,ai.read,PapaContextBasketReadRequest,PapaContextBasketReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.context-basket.read,,50.04,Context basket,Odczyt view modelu powierzchni Context basket; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.context-panel.read,papa,query,GET,/api/v1/papa/panel-kontekstowy-papa,/v1/papa/panel-kontekstowy-papa,ai.read,PapaContextPanelReadRequest,PapaContextPanelReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.context-panel.read,,50.01,Panel kontekstowy Papa,Odczyt view modelu powierzchni Panel kontekstowy Papa; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.context.capture,papa,command,POST,/api/v1/papa/context/capture,/v1/papa/context/capture,ai.write,PapaContextCaptureRequest,PapaContextCaptureResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.context.capture,,,,snapshot kontekstu Papa,Artur Wiśniewski
papa.evidence.read,papa,query,GET,/api/v1/papa/dowody,/v1/papa/dowody,ai.read,PapaEvidenceReadRequest,PapaEvidenceReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.evidence.read,,50.06,Dowody,Odczyt view modelu powierzchni Dowody; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.governance.read,papa,query,GET,/api/v1/papa/ustawienia-ai-i-governance,/v1/papa/ustawienia-ai-i-governance,ai.read,PapaGovernanceReadRequest,PapaGovernanceReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.governance.read,,50.16,Ustawienia AI i Governance,Odczyt view modelu powierzchni Ustawienia AI i Governance; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.history-memory.read,papa,query,GET,/api/v1/papa/historia-i-pamiec-papa,/v1/papa/historia-i-pamiec-papa,ai.read,PapaHistoryMemoryReadRequest,PapaHistoryMemoryReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.history-memory.read,,50.15,Historia i pamięć Papa,Odczyt view modelu powierzchni Historia i pamięć Papa; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.lab.read,papa,query,GET,/api/v1/papa/laboratorium-ai,/v1/papa/laboratorium-ai,ai.read,PapaLabReadRequest,PapaLabReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.lab.read,,50.08,Laboratorium AI,Odczyt view modelu powierzchni Laboratorium AI; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.observation.save,papa,command,POST,/api/v1/papa/observations,/v1/papa/observations,ai.write,PapaObservationSaveRequest,PapaObservationSaveResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.observation.save,,,,zapis obserwacji Papa,Artur Wiśniewski
papa.observations.read,papa,query,GET,/api/v1/papa/obserwacje,/v1/papa/obserwacje,ai.read,PapaObservationsReadRequest,PapaObservationsReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.observations.read,,50.09,Obserwacje,Odczyt view modelu powierzchni Obserwacje; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.proposals.read,papa,query,GET,/api/v1/papa/propozycje-ai,/v1/papa/propozycje-ai,ai.read,PapaProposalsReadRequest,PapaProposalsReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.proposals.read,,50.11,Propozycje AI,Odczyt view modelu powierzchni Propozycje AI; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.read,papa,query,GET,/api/v1/papa/read,/v1/papa/read,papa.read,PapaReadRequest,PapaReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.read,,,,bazowy odczyt domeny papa,Artur Wiśniewski
papa.write,papa,command,POST,/api/v1/papa/write,/v1/papa/write,papa.write,PapaWriteRequest,PapaWriteResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.write,,,,bazowa operacja zapisu domeny papa,Artur Wiśniewski
products.catalog.read,products,query,GET,/api/v1/products/katalog,/v1/products/katalog,products.read,ProductsCatalogReadRequest,ProductsCatalogReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.catalog.read,,33.02,Katalog,Odczyt view modelu powierzchni Katalog; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.detail.read,products,query,GET,/api/v1/products/szczegoly,/v1/products/szczegoly,products.read,ProductsDetailReadRequest,ProductsDetailReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.detail.read,,33.03,Szczegóły,Odczyt view modelu powierzchni Szczegóły; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.gaps.queue.read,products,query,GET,/api/v1/products/kolejka-brakow,/v1/products/kolejka-brakow,products.read,ProductsGapsQueueReadRequest,ProductsGapsQueueReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.gaps.queue.read,,33.07,Kolejka braków,Odczyt view modelu powierzchni Kolejka braków; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.impact.read,products,query,GET,/api/v1/products/analiza-wplywu,/v1/products/analiza-wplywu,products.read,ProductsImpactReadRequest,ProductsImpactReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.impact.read,,33.08,Analiza wpływu,Odczyt view modelu powierzchni Analiza wpływu; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.mapping.read,products,query,GET,/api/v1/products/mapowanie,/v1/products/mapowanie,products.read,ProductsMappingReadRequest,ProductsMappingReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.mapping.read,,33.04,Mapowanie,Odczyt view modelu powierzchni Mapowanie; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.mapping.update,products,command,PUT,/api/v1/products/mapping,/v1/products/mapping,products.write,ProductsMappingUpdateRequest,ProductsMappingUpdateResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.mapping.update,,,,aktualizacja mapowania produktu,Artur Wiśniewski
products.offers.read,products,query,GET,/api/v1/products/oferty,/v1/products/oferty,products.read,ProductsOffersReadRequest,ProductsOffersReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.offers.read,,33.05,Oferty,Odczyt view modelu powierzchni Oferty; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.overview.read,products,query,GET,/api/v1/products/przeglad,/v1/products/przeglad,products.read,ProductsOverviewReadRequest,ProductsOverviewReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.overview.read,,33.01,Przegląd,Odczyt view modelu powierzchni Przegląd; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.performance.read,products,query,GET,/api/v1/products/wydajnosc,/v1/products/wydajnosc,products.read,ProductsPerformanceReadRequest,ProductsPerformanceReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.performance.read,,33.06,Wydajność,Odczyt view modelu powierzchni Wydajność; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
products.read,products,query,GET,/api/v1/products/read,/v1/products/read,products.read,ProductsReadRequest,ProductsReadResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.read,,,,bazowy odczyt domeny products,Artur Wiśniewski
products.write,products,command,POST,/api/v1/products/write,/v1/products/write,products.write,ProductsWriteRequest,ProductsWriteResponse,25-kontrakty-domenowe-i-api/products.md,approved-target,products.write,,,,bazowa operacja zapisu domeny products,Artur Wiśniewski
settings.account-security.read,settings,query,GET,/api/v1/settings/bezpieczenstwo-konta,/v1/settings/bezpieczenstwo-konta,settings.read,SettingsAccountSecurityReadRequest,SettingsAccountSecurityReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.account-security.read,,60.05,Bezpieczeństwo konta,Odczyt view modelu powierzchni Bezpieczeństwo konta; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.audit.read,settings,query,GET,/api/v1/settings/audyt,/v1/settings/audyt,settings.read,SettingsAuditReadRequest,SettingsAuditReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.audit.read,,60.07,Audyt,Odczyt view modelu powierzchni Audyt; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.memberships.read,settings,query,GET,/api/v1/settings/czlonkostwa,/v1/settings/czlonkostwa,settings.read,SettingsMembershipsReadRequest,SettingsMembershipsReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.memberships.read,,60.03,Członkostwa,Odczyt view modelu powierzchni Członkostwa; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.organization.read,settings,query,GET,/api/v1/settings/organizacja,/v1/settings/organizacja,settings.read,SettingsOrganizationReadRequest,SettingsOrganizationReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.organization.read,,60.01,Organizacja,Odczyt view modelu powierzchni Organizacja; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.privacy.read,settings,query,GET,/api/v1/settings/prywatnosc,/v1/settings/prywatnosc,settings.read,SettingsPrivacyReadRequest,SettingsPrivacyReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.privacy.read,,60.08,Prywatność,Odczyt view modelu powierzchni Prywatność; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.read,settings,query,GET,/api/v1/settings/read,/v1/settings/read,settings.read,SettingsReadRequest,SettingsReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.read,,,,bazowy odczyt domeny settings,Artur Wiśniewski
settings.roles.read,settings,query,GET,/api/v1/settings/role-i-uprawnienia,/v1/settings/role-i-uprawnienia,settings.read,SettingsRolesReadRequest,SettingsRolesReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.roles.read,,60.04,Role i uprawnienia,Odczyt view modelu powierzchni Role i uprawnienia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.sessions.read,settings,query,GET,/api/v1/settings/sesje,/v1/settings/sesje,settings.read,SettingsSessionsReadRequest,SettingsSessionsReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.sessions.read,,60.06,Sesje,Odczyt view modelu powierzchni Sesje; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.support-access.read,settings,query,GET,/api/v1/settings/dostep-wsparcia,/v1/settings/dostep-wsparcia,settings.read,SettingsSupportAccessReadRequest,SettingsSupportAccessReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.support-access.read,,60.09,Dostęp wsparcia,Odczyt view modelu powierzchni Dostęp wsparcia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.workspace.profile.update,settings,command,PATCH,/api/v1/settings/workspace/profile/update,/v1/settings/workspace/profile/update,settings.write,SettingsWorkspaceProfileUpdateRequest,SettingsWorkspaceProfileUpdateResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.workspace.profile.update,,,,aktualizacja profilu workspace,Artur Wiśniewski
settings.workspace.read,settings,query,GET,/api/v1/settings/workspace,/v1/settings/workspace,settings.read,SettingsWorkspaceReadRequest,SettingsWorkspaceReadResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.workspace.read,,60.02,Workspace,Odczyt view modelu powierzchni Workspace; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
settings.write,settings,command,POST,/api/v1/settings/write,/v1/settings/write,settings.write,SettingsWriteRequest,SettingsWriteResponse,25-kontrakty-domenowe-i-api/settings.md,approved-target,settings.write,,,,bazowa operacja zapisu domeny settings,Artur Wiśniewski
traffic.channels.read,traffic,query,GET,/api/v1/traffic/kanaly,/v1/traffic/kanaly,traffic.read,TrafficChannelsReadRequest,TrafficChannelsReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.channels.read,,35.02,Kanały,Odczyt view modelu powierzchni Kanały; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.drop.diagnose,traffic,query,GET,/api/v1/traffic/drop/diagnose,/v1/traffic/drop/diagnose,traffic.read,TrafficDropDiagnoseRequest,TrafficDropDiagnoseResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.drop.diagnose,,,,diagnoza spadku ruchu,Artur Wiśniewski
traffic.event-quality.read,traffic,query,GET,/api/v1/traffic/jakosc-zdarzen,/v1/traffic/jakosc-zdarzen,traffic.read,TrafficEventQualityReadRequest,TrafficEventQualityReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.event-quality.read,,35.07,Jakość zdarzeń,Odczyt view modelu powierzchni Jakość zdarzeń; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.funnel-definitions.read,traffic,query,GET,/api/v1/traffic/definicje-lejka,/v1/traffic/definicje-lejka,traffic.read,TrafficFunnelDefinitionsReadRequest,TrafficFunnelDefinitionsReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.funnel-definitions.read,,35.05,Definicje lejka,Odczyt view modelu powierzchni Definicje lejka; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.funnel-step.read,traffic,query,GET,/api/v1/traffic/lejek-szczegoly-kroku,/v1/traffic/lejek-szczegoly-kroku,traffic.read,TrafficFunnelStepReadRequest,TrafficFunnelStepReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.funnel-step.read,,35.04,Lejek — szczegóły kroku,Odczyt view modelu powierzchni Lejek — szczegóły kroku; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.funnel.read,traffic,query,GET,/api/v1/traffic/lejek-widok,/v1/traffic/lejek-widok,traffic.read,TrafficFunnelReadRequest,TrafficFunnelReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.funnel.read,,35.03,Lejek — widok,Odczyt view modelu powierzchni Lejek — widok; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.ga4-orders.read,traffic,query,GET,/api/v1/traffic/ga4-vs-zamowienia,/v1/traffic/ga4-vs-zamowienia,traffic.read,TrafficGa4OrdersReadRequest,TrafficGa4OrdersReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.ga4-orders.read,,35.06,GA4 vs zamówienia,Odczyt view modelu powierzchni GA4 vs zamówienia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.landing-pages.read,traffic,query,GET,/api/v1/traffic/strony-wejscia,/v1/traffic/strony-wejscia,traffic.read,TrafficLandingPagesReadRequest,TrafficLandingPagesReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.landing-pages.read,,35.08,Strony wejścia,Odczyt view modelu powierzchni Strony wejścia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.overview.read,traffic,query,GET,/api/v1/traffic/przeglad-ruchu,/v1/traffic/przeglad-ruchu,traffic.read,TrafficOverviewReadRequest,TrafficOverviewReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.overview.read,,35.01,Przegląd ruchu,Odczyt view modelu powierzchni Przegląd ruchu; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
traffic.read,traffic,query,GET,/api/v1/traffic/read,/v1/traffic/read,traffic.read,TrafficReadRequest,TrafficReadResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.read,,,,bazowy odczyt domeny traffic,Artur Wiśniewski
traffic.write,traffic,command,POST,/api/v1/traffic/write,/v1/traffic/write,traffic.write,TrafficWriteRequest,TrafficWriteResponse,25-kontrakty-domenowe-i-api/traffic.md,approved-target,traffic.write,,,,bazowa operacja zapisu domeny traffic,Artur Wiśniewski
workspace.onboarding.update,workspace,command,POST,/api/v1/workspace/onboarding/update,/v1/workspace/onboarding/update,workspace.write,WorkspaceOnboardingUpdateRequest,WorkspaceOnboardingUpdateResponse,25-kontrakty-domenowe-i-api/identity-access.md,approved-target,workspace.onboarding.update,,,,aktualizacja kroku onboardingu,Artur Wiśniewski
workspace.resolve,workspace,query,GET,/api/v1/workspace/resolve,/v1/workspace/resolve,workspace.read,WorkspaceResolveRequest,WorkspaceResolveResponse,25-kontrakty-domenowe-i-api/identity-access.md,approved-target,workspace.resolve,,,,rozwiązanie kontekstu workspace,Artur Wiśniewski
