screen_id,ekran,komponent,component_document,status
50.14,Zablokowane działania AI,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.14,Zablokowane działania AI,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.14,Zablokowane działania AI,Button,04-komponenty-bazowe/komponenty/button.md,required
50.14,Zablokowane działania AI,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.14,Zablokowane działania AI,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.14,Zablokowane działania AI,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.14,Zablokowane działania AI,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.15,Historia i pamięć Papa,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.15,Historia i pamięć Papa,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.15,Historia i pamięć Papa,Button,04-komponenty-bazowe/komponenty/button.md,required
50.15,Historia i pamięć Papa,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
50.15,Historia i pamięć Papa,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
50.15,Historia i pamięć Papa,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
50.15,Historia i pamięć Papa,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
50.15,Historia i pamięć Papa,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.15,Historia i pamięć Papa,ApprovalPanel,04-komponenty-bazowe/komponenty/approvalpanel.md,required
50.15,Historia i pamięć Papa,AlertDialog,04-komponenty-bazowe/komponenty/alertdialog.md,required
50.16,Ustawienia AI i Governance,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.16,Ustawienia AI i Governance,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.16,Ustawienia AI i Governance,Button,04-komponenty-bazowe/komponenty/button.md,required
50.16,Ustawienia AI i Governance,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.17,Warianty Papa,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.17,Warianty Papa,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.17,Warianty Papa,Button,04-komponenty-bazowe/komponenty/button.md,required
50.17,Warianty Papa,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
60.01,Organizacja,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.01,Organizacja,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.01,Organizacja,Button,04-komponenty-bazowe/komponenty/button.md,required
60.02,Workspace,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.02,Workspace,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.02,Workspace,Button,04-komponenty-bazowe/komponenty/button.md,required
60.02,Workspace,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
60.02,Workspace,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
60.02,Workspace,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
60.02,Workspace,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
60.02,Workspace,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
60.02,Workspace,Select,04-komponenty-bazowe/komponenty/select.md,required
60.02,Workspace,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
60.02,Workspace,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
60.03,Członkostwa,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.03,Członkostwa,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.03,Członkostwa,Button,04-komponenty-bazowe/komponenty/button.md,required
60.03,Członkostwa,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
60.03,Członkostwa,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
60.03,Członkostwa,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
60.03,Członkostwa,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
60.04,Role i uprawnienia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.04,Role i uprawnienia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.04,Role i uprawnienia,Button,04-komponenty-bazowe/komponenty/button.md,required
60.04,Role i uprawnienia,ApprovalPanel,04-komponenty-bazowe/komponenty/approvalpanel.md,required
60.04,Role i uprawnienia,AlertDialog,04-komponenty-bazowe/komponenty/alertdialog.md,required
60.05,Bezpieczeństwo konta,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.05,Bezpieczeństwo konta,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.05,Bezpieczeństwo konta,Button,04-komponenty-bazowe/komponenty/button.md,required
60.06,Sesje,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.06,Sesje,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.06,Sesje,Button,04-komponenty-bazowe/komponenty/button.md,required
60.06,Sesje,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
60.06,Sesje,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
60.06,Sesje,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
60.06,Sesje,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
60.07,Audyt,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.07,Audyt,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.07,Audyt,Button,04-komponenty-bazowe/komponenty/button.md,required
60.07,Audyt,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
60.07,Audyt,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
60.07,Audyt,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
60.07,Audyt,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
60.07,Audyt,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
60.08,Prywatność,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.08,Prywatność,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.08,Prywatność,Button,04-komponenty-bazowe/komponenty/button.md,required
60.08,Prywatność,ApprovalPanel,04-komponenty-bazowe/komponenty/approvalpanel.md,required
60.08,Prywatność,AlertDialog,04-komponenty-bazowe/komponenty/alertdialog.md,required
60.09,Dostęp wsparcia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.09,Dostęp wsparcia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.09,Dostęp wsparcia,Button,04-komponenty-bazowe/komponenty/button.md,required
60.09,Dostęp wsparcia,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
60.09,Dostęp wsparcia,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
60.09,Dostęp wsparcia,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
60.09,Dostęp wsparcia,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
60.10,Warianty ustawień,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
60.10,Warianty ustawień,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
60.10,Warianty ustawień,Button,04-komponenty-bazowe/komponenty/button.md,required
70.01,Subskrypcja,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.01,Subskrypcja,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.01,Subskrypcja,Button,04-komponenty-bazowe/komponenty/button.md,required
70.01,Subskrypcja,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
70.01,Subskrypcja,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
70.01,Subskrypcja,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
70.02,Użycie i limity,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.02,Użycie i limity,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.02,Użycie i limity,Button,04-komponenty-bazowe/komponenty/button.md,required
70.02,Użycie i limity,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
70.02,Użycie i limity,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
70.02,Użycie i limity,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
70.02,Użycie i limity,ForecastChart,05-wykresy-i-wizualizacje/komponenty/forecastchart.md,required
70.03,Plany,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.03,Plany,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.03,Plany,Button,04-komponenty-bazowe/komponenty/button.md,required
70.03,Plany,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
70.03,Plany,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
70.03,Plany,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
70.03,Plany,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
70.03,Plany,Select,04-komponenty-bazowe/komponenty/select.md,required
70.03,Plany,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
70.03,Plany,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
70.04,Faktury,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.04,Faktury,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.04,Faktury,Button,04-komponenty-bazowe/komponenty/button.md,required
70.04,Faktury,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
70.04,Faktury,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
70.04,Faktury,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
70.04,Faktury,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
70.05,Płatności,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.05,Płatności,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.05,Płatności,Button,04-komponenty-bazowe/komponenty/button.md,required
70.05,Płatności,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
70.05,Płatności,Select,04-komponenty-bazowe/komponenty/select.md,required
70.05,Płatności,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
70.05,Płatności,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
70.06,Zaległa płatność,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.06,Zaległa płatność,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.06,Zaległa płatność,Button,04-komponenty-bazowe/komponenty/button.md,required
70.07,Korekty,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.07,Korekty,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.07,Korekty,Button,04-komponenty-bazowe/komponenty/button.md,required
70.08,Zmiana i anulowanie,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.08,Zmiana i anulowanie,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.08,Zmiana i anulowanie,Button,04-komponenty-bazowe/komponenty/button.md,required
70.08,Zmiana i anulowanie,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
70.08,Zmiana i anulowanie,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
70.08,Zmiana i anulowanie,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
70.08,Zmiana i anulowanie,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
70.08,Zmiana i anulowanie,Select,04-komponenty-bazowe/komponenty/select.md,required
70.08,Zmiana i anulowanie,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
70.08,Zmiana i anulowanie,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
70.09,Pilot do abonamentu,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.09,Pilot do abonamentu,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.09,Pilot do abonamentu,Button,04-komponenty-bazowe/komponenty/button.md,required
70.09,Pilot do abonamentu,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
70.09,Pilot do abonamentu,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
70.09,Pilot do abonamentu,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
70.10,Warianty billingowe,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
70.10,Warianty billingowe,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
70.10,Warianty billingowe,Button,04-komponenty-bazowe/komponenty/button.md,required
80.01,Centrum decyzji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.01,Centrum decyzji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.01,Centrum decyzji,Button,04-komponenty-bazowe/komponenty/button.md,required
80.01,Centrum decyzji,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
80.02,Obserwacje,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.02,Obserwacje,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.02,Obserwacje,Button,04-komponenty-bazowe/komponenty/button.md,required
80.02,Obserwacje,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
80.02,Obserwacje,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
80.02,Obserwacje,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
80.02,Obserwacje,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
80.03,Rekomendacje,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.03,Rekomendacje,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.03,Rekomendacje,Button,04-komponenty-bazowe/komponenty/button.md,required
80.03,Rekomendacje,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
80.03,Rekomendacje,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
80.03,Rekomendacje,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
80.03,Rekomendacje,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
80.04,Rejestr decyzji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.04,Rejestr decyzji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.04,Rejestr decyzji,Button,04-komponenty-bazowe/komponenty/button.md,required
80.04,Rejestr decyzji,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
80.04,Rejestr decyzji,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
80.04,Rejestr decyzji,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
80.04,Rejestr decyzji,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
80.04,Rejestr decyzji,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
80.05,Brief działania,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.05,Brief działania,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.05,Brief działania,Button,04-komponenty-bazowe/komponenty/button.md,required
80.06,Szczegóły działania,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.06,Szczegóły działania,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.06,Szczegóły działania,Button,04-komponenty-bazowe/komponenty/button.md,required
80.06,Szczegóły działania,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
80.06,Szczegóły działania,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
80.06,Szczegóły działania,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
80.06,Szczegóły działania,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
80.06,Szczegóły działania,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
80.07,Pomiar,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.07,Pomiar,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.07,Pomiar,Button,04-komponenty-bazowe/komponenty/button.md,required
80.07,Pomiar,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
80.07,Pomiar,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
80.07,Pomiar,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
80.08,Biblioteka działań,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.08,Biblioteka działań,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.08,Biblioteka działań,Button,04-komponenty-bazowe/komponenty/button.md,required
80.08,Biblioteka działań,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
80.08,Biblioteka działań,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
80.08,Biblioteka działań,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
80.09,Powiązania z modułami i sprawami,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.09,Powiązania z modułami i sprawami,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.09,Powiązania z modułami i sprawami,Button,04-komponenty-bazowe/komponenty/button.md,required
80.10,Warianty decyzji i działań,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
80.10,Warianty decyzji i działań,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
80.10,Warianty decyzji i działań,Button,04-komponenty-bazowe/komponenty/button.md,required
80.10,Warianty decyzji i działań,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
85.01,Strona główna pomocy,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.01,Strona główna pomocy,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.01,Strona główna pomocy,Button,04-komponenty-bazowe/komponenty/button.md,required
85.01,Strona główna pomocy,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
85.01,Strona główna pomocy,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
85.01,Strona główna pomocy,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
85.02,Procedury,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.02,Procedury,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.02,Procedury,Button,04-komponenty-bazowe/komponenty/button.md,required
85.02,Procedury,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
85.02,Procedury,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
85.02,Procedury,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
85.03,Lista wyników,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.03,Lista wyników,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.03,Lista wyników,Button,04-komponenty-bazowe/komponenty/button.md,required
85.03,Lista wyników,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
85.03,Lista wyników,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
85.03,Lista wyników,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
85.03,Lista wyników,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
85.03,Lista wyników,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
85.04,Szczegóły procedury,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.04,Szczegóły procedury,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.04,Szczegóły procedury,Button,04-komponenty-bazowe/komponenty/button.md,required
85.04,Szczegóły procedury,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
85.04,Szczegóły procedury,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
85.04,Szczegóły procedury,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
85.05,Zgłoszenie wsparcia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.05,Zgłoszenie wsparcia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.05,Zgłoszenie wsparcia,Button,04-komponenty-bazowe/komponenty/button.md,required
85.05,Zgłoszenie wsparcia,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
85.05,Zgłoszenie wsparcia,Select,04-komponenty-bazowe/komponenty/select.md,required
85.05,Zgłoszenie wsparcia,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
85.05,Zgłoszenie wsparcia,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
85.06,Warianty Centrum Pomocy,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
85.06,Warianty Centrum Pomocy,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
85.06,Warianty Centrum Pomocy,Button,04-komponenty-bazowe/komponenty/button.md,required
85.06,Warianty Centrum Pomocy,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
30.01,Widok główny,MorningBrief,04-komponenty-domenowe/morning-brief.md,required-domain
30.04,Plan vs wynik,PlanPerformance,04-komponenty-domenowe/plan-performance.md,required-domain
34.03,Kohorty,CohortMatrix,04-komponenty-domenowe/cohort-matrix.md,required-domain
31.05,Budżet,BudgetPacing,04-komponenty-domenowe/budget-pacing.md,required-domain
41.03,Pochodzenie danych,LineageGraph,04-komponenty-domenowe/lineage-graph.md,required-domain
40.04,Historia synchronizacji,SyncTimeline,04-komponenty-domenowe/sync-timeline.md,required-domain
41.09,Rekoncyliacja,ReconciliationPanel,04-komponenty-domenowe/reconciliation-panel.md,required-domain
31.04,Atrybucja i sprzedaż,AttributionComparison,04-komponenty-domenowe/attribution-comparison.md,required-domain
35.03,Lejek — widok,SalesFunnel,04-komponenty-domenowe/sales-funnel.md,required-domain
35.04,Lejek — szczegóły kroku,FunnelStep,04-komponenty-domenowe/funnel-step.md,required-domain
34.02,Segmenty,CustomerSegments,04-komponenty-domenowe/customer-segments.md,required-domain
30.06,Źródła sprzedaży,SalesSources,04-komponenty-domenowe/sales-sources.md,required-domain
30.05,Drivery wyniku,ResultDrivers,04-komponenty-domenowe/result-drivers.md,required-domain
80.04,Rejestr decyzji,DecisionQueue,04-komponenty-domenowe/decision-queue.md,required-domain
80.03,Rekomendacje,RecommendationCard,04-komponenty-domenowe/recommendation-card.md,required-domain
50.06,Dowody,EvidencePanel,04-komponenty-domenowe/evidence-panel.md,required-domain
41.01,Centrum jakości,DataStatusBanner,04-komponenty-domenowe/data-status-banner.md,required-domain
40.02,Kreator połączenia,PairingFlow,04-komponenty-domenowe/pairing-flow.md,required-domain
